"latitude","longitude","survey_date","survey_id","mean_sst","median_sst","q95_sst","q05_sst","min_sst","max_sst"
-32.02567,115.58404,2022-06-25,923401172,20.9165800273598,20.81,23.605,18.305,17.32,24.75
-31.9902,115.5047,2022-05-28,923401171,21.0445964432285,21.08,23.475,18.585,17.68,24.44
-31.9902,115.5047,2022-05-28,923401169,21.0445964432285,21.08,23.475,18.585,17.68,24.44
-35.05942,150.77499,2022-02-13,923401168,19.5899042407661,19.37,23.11,16.28,15.74,25.02
-35.05942,150.77499,2022-02-13,923401160,19.5899042407661,19.37,23.11,16.28,15.74,25.02
-35.05942,150.77499,2022-02-13,923401139,19.5899042407661,19.37,23.11,16.28,15.74,25.02
-35.12097,150.70789,2022-02-12,923401167,19.4464569083447,19.21,22.96,16.11,15.64,24.83
-35.12097,150.70789,2022-02-12,923401164,19.4464569083447,19.21,22.96,16.11,15.64,24.83
-35.12097,150.70789,2022-02-12,923401142,19.4464569083447,19.21,22.96,16.11,15.64,24.83
-35.12097,150.70789,2022-02-12,923401140,19.4464569083447,19.21,22.96,16.11,15.64,24.83
-35.11272,150.7672,2022-02-11,923401166,19.5890834473324,19.31,23.135,16.275,15.74,25.04
-35.11272,150.7672,2022-02-11,923401156,19.5890834473324,19.31,23.135,16.275,15.74,25.04
-35.11272,150.7672,2022-02-11,923401143,19.5890834473324,19.31,23.135,16.275,15.74,25.04
-35.11272,150.7672,2022-02-11,923401134,19.5890834473324,19.31,23.135,16.275,15.74,25.04
-35.0162,150.76486,2022-02-13,923401165,19.6022708618331,19.41,23.07,16.33,15.71,25.03
-35.0162,150.76486,2022-02-13,923401159,19.6022708618331,19.41,23.07,16.33,15.71,25.03
-35.0162,150.76486,2022-02-13,923401136,19.6022708618331,19.41,23.07,16.33,15.71,25.03
-35.0162,150.76486,2022-02-13,923401132,19.6022708618331,19.41,23.07,16.33,15.71,25.03
-35.13488,150.74251,2022-02-12,923401163,19.4464569083447,19.21,22.96,16.11,15.64,24.83
-35.08773,150.79898,2022-02-14,923401162,19.5916689466484,19.37,23.115,16.28,15.74,25.02
-35.08773,150.79898,2022-02-14,923401141,19.5916689466484,19.37,23.115,16.28,15.74,25.02
-35.13438,150.72665,2022-02-12,923401161,19.4464569083447,19.21,22.96,16.11,15.64,24.83
-35.13438,150.72665,2022-02-12,923401157,19.4464569083447,19.21,22.96,16.11,15.64,24.83
-35.13438,150.72665,2022-02-12,923401155,19.4464569083447,19.21,22.96,16.11,15.64,24.83
-35.13438,150.72665,2022-02-12,923401135,19.4464569083447,19.21,22.96,16.11,15.64,24.83
-35.0661,150.77299,2022-02-13,923401158,19.5899042407661,19.37,23.11,16.28,15.74,25.02
-35.0661,150.77299,2022-02-13,923401137,19.5899042407661,19.37,23.11,16.28,15.74,25.02
-35.0661,150.77299,2022-02-13,923401133,19.5899042407661,19.37,23.11,16.28,15.74,25.02
-35.11295,150.76569,2022-02-11,923401154,19.5890834473324,19.31,23.135,16.275,15.74,25.04
-35.11295,150.76569,2022-02-11,923401126,19.5890834473324,19.31,23.135,16.275,15.74,25.04
-35.12113,150.76416,2022-02-11,923401153,19.5890834473324,19.31,23.135,16.275,15.74,25.04
-35.12113,150.76416,2022-02-11,923401150,19.5890834473324,19.31,23.135,16.275,15.74,25.04
-35.12113,150.76416,2022-02-11,923401125,19.5890834473324,19.31,23.135,16.275,15.74,25.04
-35.12113,150.76416,2022-02-11,923401123,19.5890834473324,19.31,23.135,16.275,15.74,25.04
-35.07022,150.69838,2022-02-12,923401152,19.3898495212038,19.21,22.88,16.04,15.41,24.73
-35.07022,150.69838,2022-02-12,923401149,19.3898495212038,19.21,22.88,16.04,15.41,24.73
-35.07022,150.69838,2022-02-12,923401131,19.3898495212038,19.21,22.88,16.04,15.41,24.73
-35.07022,150.69838,2022-02-12,923401127,19.3898495212038,19.21,22.88,16.04,15.41,24.73
-35.07022,150.69838,2022-02-12,923401124,19.3898495212038,19.21,22.88,16.04,15.41,24.73
-35.07768,150.79224,2022-02-14,923401151,19.5916689466484,19.37,23.115,16.28,15.74,25.02
-35.07768,150.79224,2022-02-14,923401129,19.5916689466484,19.37,23.115,16.28,15.74,25.02
-35.07993,150.793,2022-02-14,923401148,19.5916689466484,19.37,23.115,16.28,15.74,25.02
-35.07993,150.793,2022-02-14,923401128,19.5916689466484,19.37,23.115,16.28,15.74,25.02
-35.12393,150.75235,2022-02-11,923401147,19.5890834473324,19.31,23.135,16.275,15.74,25.04
-35.12393,150.75235,2022-02-11,923401144,19.5890834473324,19.31,23.135,16.275,15.74,25.04
-35.12393,150.75235,2022-02-11,923401122,19.5890834473324,19.31,23.135,16.275,15.74,25.04
-35.07469,150.77344,2022-02-13,923401146,19.5899042407661,19.37,23.11,16.28,15.74,25.02
-35.07469,150.77344,2022-02-13,923401145,19.5899042407661,19.37,23.11,16.28,15.74,25.02
-35.07469,150.77344,2022-02-13,923401121,19.5899042407661,19.37,23.11,16.28,15.74,25.02
-35.08142,150.79732,2022-02-14,923401138,19.5916689466484,19.37,23.115,16.28,15.74,25.02
-35.08142,150.79732,2022-02-14,923401130,19.5916689466484,19.37,23.115,16.28,15.74,25.02
-33.99142,151.23078,2021-12-10,923401120,20.1350889192886,19.9,23.76,17.185,16.16,24.99
